Source System,MDM Person ID,Source System ID,First Name,Middle Name,Last Name,Suffix,Previous Last Name,Gender,Nationality,Birthdate,Sport Code,Sport Code Conformed,Phone Number,Email Address,City,State,Zipcode,Country,Active
Athlete Education,1005435,0034600001ZpNCuAAN,Brandy,,Dawejko,,,M,,1995-08-30 00:00:00,SKI,SKI,,bbawej-@outlook.com,Big Bear Lake,CA,92315,,1
Athlete Historical,1005435,17A96B09-18E6-E511-9414-005056AD26A4,Brandy,James,Dawejko,,,M,,1995-08-30 00:00:00,SKI,SKI,8327538124,bbawej-@outlook.com,big bear lake,CA,92315,USA,1
MDM,1005435,,Brandy,James,Dawejko,,Dawejko,M,,1995-08-30 00:00:00,SKI,SKI,,bbawej-@outlook.com,Big Bear Lake,CA,92315,USA,1
MDM,1005436,,ELLEN,Gertrude,Miracle,,Miracle,F,USA,1966-03-03 00:00:00,ROW,ROW,,ellen.miracle@usrowing.org,Haverhill,MA,01830,USAA (the),1
Athlete Historical,1005436,1A48623B-25E6-E511-941C-005056AD565D,ELLEN,Gertrude,Miracle,,,F,USA,1966-03-03 00:00:00,,,6138259231,ellen.miracle@usrowing.org,Haverhill,MA,01830,USA,1
Training Center,1005436,720EC3A3-850C-EA11-86B0-005056AD000E,ELLEN,,Miracle,,,,USA,1966-03-03 00:00:00,PAR,ARY_P,,emiracle@gmail.com,Haverhill,MA,01830,,1
Athlete CRM,1005436,0033h00001AcmScAAJ,ELLEN,Gertrude,Miracle,,Miracle,F,USA,1966-03-03 00:00:00,ROW,ROW,,ellen.miracle@usrowing.org,Haverhill,MA,01830,USAA (the),1
Athlete Historical,1005436,1A48623B-25E6-E511-941C-005056AD565D,ELLEN,Gertrude,Miracle,,,F,USA,1966-03-03 00:00:00,,,6138259231,ellen.miracle@usrowing.org,Haverhill,MA,01830,USA,1
MDM,1005436,,ELLEN,Gertrude,Miracle,,Miracle,F,USA,1966-03-03 00:00:00,ROW,ROW,,ellen.miracle@usrowing.org,Haverhill,MA,01830,USAA (the),1
Athlete CRM,1005436,0033h00001AcmScAAJ,ELLEN,Gertrude,Miracle,,Miracle,F,USA,1966-03-03 00:00:00,ROW,ROW,6138259231,ellen.miracle@usrowing.org,Haverhill,MA,01830,USAA (the),1
Training Center,1005436,720EC3A3-850C-EA11-86B0-005056AD000E,ELLEN,,Miracle,,,,USA,1966-03-03 00:00:00,PAR,ARY_P,6138259231,emiracle@gmail.com,Haverhill,MA,01830,,1
Athlete Historical,1005437,1CD732E6-1BE6-E511-941C-005056AD565D,Daniella,Lawrence,Horne,,,M,,1973-09-27 00:00:00,,,5633517575,dhorn@outlook.com,,,,,1
Athlete CRM,1005437,0033h00001AcmSSAAZ,Daniella,Lawrence,Horne,,Horne,M,,1973-09-27 00:00:00,CYC,CYC,5633238495,dhorn@outlook.com,,,,,1
MDM,1005437,,Daniella,Lawrence,Horne,,Horne,M,,1973-09-27 00:00:00,CYC,CYC,5633517575,dhorn@outlook.com,,,,,1
Athlete Historical,1005439,1E397B74-17E6-E511-941C-005056AD565D,Leonardo,,Rodriguez,,,,,,CYC_P,CYC_P,,lrodriguezzyahoo.com,,,,,1
Athlete CRM,1005439,0033h00001AcmZFAAZ,Leonardo,,Rodriguez,,Rodriguez,,,,CYC,CYC,,lrodriguezzyahoo.com,,,,,1
MDM,1005439,,Leonardo,,Rodriguez,,Rodriguez,,,,CYC,CYC,5633238495,lrodriguezzyahoo.com,,,,,1
MDM,1005440,,Michael Briggs,,REBACK,,REBACK,,,,CYC,CYC,,mreback@sbcglobal.net,,,,,1
Athlete Historical,1005440,2115EFA4-19E6-E511-941C-005056AD565D,Michael Briggs,,REBACK,,,,,,CYC_P,CYC_P,,mreback@sbcglobal.net,,,,,1
Athlete CRM,1005440,0033h00001AcmZVAAZ,Michael Briggs,,REBACK,,REBACK,,,,CYC,CYC,3625539176,mreback@sbcglobal.net,,,,,1
MDM,1005441,,Carolyn,,Jacobson,,Jacobson,,,,CYC,CYC,3625539176,cjacobson@comcast.net,,,,,1
Athlete CRM,1005441,0033h00001AcmZbAAJ,Carolyn,,Jacobson,,Jacobson,,,,CYC,CYC,,cjacobson@comcast.net,,,,,1
Athlete Historical,1005441,2A4A133C-1AE6-E511-941C-005056AD565D,Carolyn,,Jacobson,,,,,,CYC_P,CYC_P,3625539176,cjacobson@comcast.net,,,,,1
Athlete Historical,1005441,2A4A133C-1AE6-E511-941C-005056AD565D,Carolyn,,Jacobson,,,,,,CYC_P,CYC_P,6247602113,cjacobson@comcast.net,,,,,1
MDM,1005441,,Carolyn,,Jacobson,,Jacobson,,,,CYC,CYC,,cjacobson@comcast.net,,,,,1
Athlete CRM,1005441,0033h00001AcmZbAAJ,Carolyn,,Jacobson,,Jacobson,,,,CYC,CYC,,cjacobson@comcast.net,,,,,1
MDM,1005442,,Cristian,,Coronado-Volta,,,,,,CYC_P,CYC_P,6247602113,ccoronadovolta@q.com,,,,,0
Athlete Historical,1005442,2A98F8DC-17E6-E511-941C-005056AD565D,Cristian,,Coronado-Volta,,,,,,CYC_P,CYC_P,4249171124,ccoronadovolta@q.com,,,,,0
Athlete Historical,1005443,2D2F3654-16E6-E511-941C-005056AD565D,Cheyenne,,Trotman,,,,,,CYC_P,CYC_P,,ctrotman@gmail.com,,,,,0
MDM,1005443,,Cheyenne,,Trotman,,,,,,CYC_P,CYC_P,,ctrotman@gmail.com,,,,,0
Athlete CRM,1005444,0033h00001AcmSbAAJ,CHRISTOPHER,Anton,Swedlund,,Swedlund,M,,1955-05-02 00:00:00,ROW,ROW,4249171124,christopher.swedlun@outlook.com,Columbus,OH,43221,USAA (the),1
Athlete Historical,1005444,2EAFAA31-25E6-E511-941C-005056AD565D,CHRISTOPHER,Anton,Swedlund,,,M,,1955-05-02 00:00:00,,,,christopher.swedlun@outlook.com,Columbus,OH,43221,USA,1
MDM,1005444,,CHRISTOPHER,Anton,Swedlund,,Swedlund,M,,1955-05-02 00:00:00,ROW,ROW,,christopher.swedlun@outlook.com,Columbus,OH,43221,USAA (the),1
MDM,1005445,,Hayden,Thomas,Kappelin,,Kappelin,M,,1952-01-28 00:00:00,ROW,ROW,,hkappelin2@cloud.com,Tequesta,FL,33469,USAA (the),1
Athlete Historical,1005445,34BD11EF-24E6-E511-941C-005056AD565D,Hayden,Thomas,Kappelin,,,M,,1952-01-28 00:00:00,,,,hkappelin2@cloud.com,Tequesta,FL,33469,USA,1
Athlete CRM,1005445,0033h00001AcmSaAAJ,Hayden,Thomas,Kappelin,,Kappelin,M,,1952-01-28 00:00:00,ROW,ROW,,hkappelin2@cloud.com,Tequesta,FL,33469,USAA (the),1
Competition Results,1005446,1290420,Roland,,Akhverdyan,,,M,USA,1992-02-05 00:00:00,CYC,CYC,,,,,,,1
Athlete Historical,1005446,352E8BEF-15E6-E511-941C-005056AD565D,Roland,Max,Akhverdyan,,,M,,1992-02-05 00:00:00,CYC_P,CYC_P,,rakhverdyan@theainsliecompany.com,Fallbrook,CA,92028,USA,1
Athlete CRM,1005446,0033h00001AcmZBAAZ,Roland,Max,Akhverdyan,,Akhverdyan,M,,1992-02-05 00:00:00,CYC,CYC,,rakhverdyan@theainsliecompany.com,Fallbrook,CA,92028,USAA (the),1
Athlete Historical,1000958,C6F75D73-71D6-E511-941A-005056AD565D,Tomas,Martin,Nolan,,,M,,1966-04-27 00:00:00,ATH,ATH,,tnolan@optonline.net,goldens bridge,NY,10526,USA,1
MDM,1005446,,Roland,Max,Akhverdyan,,Akhverdyan,M,USA,1992-02-05 00:00:00,CYC,CYC,,rakhverdyan@theainsliecompany.com,Fallbrook,CA,92028,USAA (the),1
Athlete Historical,1005447,391F10A4-1AE6-E511-941C-005056AD565D,CHRISTOPHER,,Dahlstrom,,,,,,,,3179632892,cdahlstrom@yahoo.com,,,,,1
MDM,1005447,,CHRISTOPHER,,Dahlstrom,,Dahlstrom,,,,CYC,CYC,3179632892,cdahlstrom@yahoo.com,,,,,1
Athlete CRM,1005447,0033h00001AcmSNAAZ,CHRISTOPHER,,Dahlstrom,,Dahlstrom,,,,CYC,CYC,3179632892,cdahlstrom@yahoo.com,,,,,1
Athlete Historical,1005447,391F10A4-1AE6-E511-941C-005056AD565D,CHRISTOPHER,,Dahlstrom,,,,,,,,,cdahlstrom@yahoo.com,,,,,1
MDM,1005447,,CHRISTOPHER,,Dahlstrom,,Dahlstrom,,,,CYC,CYC,5553128376,cdahlstrom@yahoo.com,,,,,1
Athlete CRM,1005447,0033h00001AcmSNAAZ,CHRISTOPHER,,Dahlstrom,,Dahlstrom,,,,CYC,CYC,5553128376,cdahlstrom@yahoo.com,,,,,1
Athlete Historical,1005448,3AF782BE-18E6-E511-941C-005056AD565D,Matthew Eric,,Loochtan,,,,,,CYC_P,CYC_P,5553128376,mloochtan@yahoo.com,,,,,0
MDM,1005448,,Matthew Eric,,Loochtan,,,,,,CYC_P,CYC_P,5514871475,mloochtan@yahoo.com,,,,,0
Athlete CRM,1005450,0033h00001AcmSeAAJ,Leeanna,Aiko,Ide,,Ide,F,,1979-09-27 00:00:00,SAI,SAI,5514871475,leeanna.ide@gmail.com,Boulder,CO,80304,USAA (the),1
Athlete Historical,1005450,42D3DB0B-3DE6-E511-941C-005056AD565D,Leeanna,Aiko,Ide,,,F,,1979-09-27 00:00:00,,,5514871475,leeanna.ide@gmail.com,Boulder,CO,80304,USA,1
Competition Results,1005450,445799,Leeanna,,Ide,,,F,USA,1979-09-27 00:00:00,SAI,SAI,,,,,,,1
MDM,1005450,,Leeanna,Aiko,Ide,,Ide,F,USA,1979-09-27 00:00:00,SAI,SAI,6106623636,leeanna.ide@gmail.com,Boulder,CO,80304,USAA (the),1
Athlete Historical,1005450,42D3DB0B-3DE6-E511-941C-005056AD565D,Leeanna,Aiko,Ide,,,F,,1979-09-27 00:00:00,,,,leeanna.ide@gmail.com,Boulder,CO,80304,USA,1
Competition Results,1005450,445799,Leeanna,,Ide,,,F,USA,1979-09-27 00:00:00,SAI,SAI,8178007881,,,,,,1
MDM,1005450,,Leeanna,Aiko,Ide,,Ide,F,USA,1979-09-27 00:00:00,SAI,SAI,8178007881,leeanna.ide@gmail.com,Boulder,CO,80304,USAA (the),1
Athlete CRM,1005450,0033h00001AcmSeAAJ,Leeanna,Aiko,Ide,,Ide,F,,1979-09-27 00:00:00,SAI,SAI,8178007881,leeanna.ide@gmail.com,Boulder,CO,80304,USAA (the),1
MDM,1005451,,ROBERT,,Fichum,,Fichum,,,,CYC,CYC,9147574552,rfichum@outlook.com,,,,,1
Athlete CRM,1005451,0033h00001AcmZRAAZ,ROBERT,,Fichum,,Fichum,,,,CYC,CYC,9147574552,rfichum@outlook.com,,,,,1
Athlete Historical,1005451,4304DF3E-19E6-E511-941C-005056AD565D,ROBERT,,Fichum,,,,,,CYC_P,CYC_P,9147574552,rfichum@outlook.com,,,,,1
Competition Results,1005452,1307189,KATELYNNE,,STEINKE,,,F,USA,1987-01-21 00:00:00,ROW_P,ROW_P,5159196002,,,,,,1
Athlete Historical,1005452,432CACFE-24E6-E511-941C-005056AD565D,KATELYNNE,Marie,STEINKE,,,F,,1987-01-21 00:00:00,ROW_P,ROW_P,5159196002,ksteinke@yahoo.com,East Falmouth,MA,02536,USA,1
Athlete CRM,1005452,0033h00001AcmZhAAJ,KATELYNNE,Marie,STEINKE,,STEINKE,F,,1987-01-21 00:00:00,ROW,ROW,5159196002,ksteinke@yahoo.com,East Falmouth,MA,02536,USAA (the),1
MDM,1005452,,KATELYNNE,Marie,STEINKE,,STEINKE,F,USA,1987-01-21 00:00:00,ROW,ROW,5159196002,ksteinke@yahoo.com,East Falmouth,MA,02536,USAA (the),1
Finance,1005452,208754,Katerina,M,Steinmann,,,,,,ROW_P,ROW_P,5159196002,,EAST FALMOUTH,MA,02536,USA,1
Athlete Historical,1005453,459A6B12-36E6-E511-941C-005056AD565D,JAMES,,BROWN,,,M,,1975-03-04 00:00:00,,,5159196002,j-bown@j-mesbbownmedia.com,San Diego,CA,92123,USA,1
MDM,1005453,,JAMES,Edward Girdlestone,BROWN,,BROWN,M,,1975-03-04 00:00:00,TRI_P,TRI_P,3214914804,j-bown@j-mesbbownmedia.com,San Diego,CA,92123,USAA (the),1
Athlete CRM,1005453,0033h00001AcmaQAAR,JAMES,Edward Girdlestone,BROWN,,BROWN,M,,1975-03-04 00:00:00,TRI_P,TRI_P,3214914804,j-bown@j-mesbbownmedia.com,San Diego,CA,92123,USAA (the),1
MDM,1005455,,Daniella,,Haught,,Haught,,,,CYC,CYC,3214914804,dhaught@buzzan.net,,,,,1
Athlete Historical,1005455,48B1E031-18E6-E511-941C-005056AD565D,Daniella,,Haught,,,,,,CYC_P,CYC_P,3214914804,dhaught@buzzan.net,,,,,1
Athlete CRM,1005455,0033h00001AcmZNAAZ,Daniella,,Haught,,Haught,,,,CYC,CYC,3214914804,dhaught@buzzan.net,,,,,1
MDM,1005456,,Briana,,Waddell,,Waddell,,,,CYC,CYC,3214914804,bwaddell@yahoo.com,,,,,1
Athlete CRM,1005456,0033h00001AcmZJAAZ,Briana,,Waddell,,Waddell,,,,CYC,CYC,6783312527,bwaddell@yahoo.com,,,,,1
Athlete Historical,1005456,4902EBC9-17E6-E511-941C-005056AD565D,Briana,,Waddell,,,,,,CYC_P,CYC_P,6783312527,bwaddell@yahoo.com,,,,,1
MDM,1005457,,Audrey,Grace,Van Uden,,Van Wagner,F,,1986-09-12 00:00:00,CYC,CYC,6783312527,audrey.vanuden@gmail.com,Auckland,Auckland,1024,New Zealand,1
Athlete CRM,1005457,0033h00001AcmSUAAZ,Audrey,Grace,Van Uden,,Van Wagner,F,,1986-09-12 00:00:00,CYC,CYC,3217437735,audrey.vanuden@gmail.com,Auckland,Auckland,1024,New Zealand,1
MDM,1002033,,Josefin,,Karl,,,,Czech Republic,1978-08-20 00:00:00,ATH,ATH,3217437735,karl.josefin2@mail.cz,,,,,1
Athlete Historical,1005460,5A7C80FB-18E6-E511-941C-005056AD565D,Kristine,,Amico,,,,,,CYC_P,CYC_P,3217437735,kristine.amico@gmail.com,,,,,1
Athlete CRM,1005460,0033h00001AcmZkAAJ,Kristine,,Amico,,Amico,,,,CYC,CYC,5154352349,kristine.amico@gmail.com,,,,,1
MDM,1005460,,Kristine,,Amico,,Amico,,,,CYC,CYC,5154352349,kristine.amico@gmail.com,,,,,1
MDM,1005463,,Matthew Eric,,Roche,,Roche,,,,CYC,CYC,5154352349,mroche@gmail.com,,,,,1
Athlete CRM,1005463,0033h00001AcmZUAAZ,Matthew Eric,,Roche,,Roche,,,,CYC,CYC,3839393321,mroche@gmail.com,,,,,1
Athlete Historical,1005463,5E5C9C86-19E6-E511-941C-005056AD565D,Matthew Eric,,Roche,,,,,,CYC_P,CYC_P,3839393321,mroche@gmail.com,,,,,1
MDM,1005465,,Libby,,Donahoo,,Donahoo,,,,CYC,CYC,,ldonahoo@hotmail.com,,,,,1
Athlete Historical,1005465,5F07DB06-16E6-E511-941C-005056AD565D,Libby,,Donahoo,,,,,,CYC_P,CYC_P,3839393321,ldonahoo@hotmail.com,,,,,1
Athlete CRM,1005465,0033h00001AcmZCAAZ,Libby,,Donahoo,,Donahoo,,,,CYC,CYC,3839393321,ldonahoo@hotmail.com,,,,,1
MDM,1005466,,Bryanna,,Wilmes,,Wilmes,,,,CYC,CYC,3839393321,bwilmes@gmail.com,,,,,1
Athlete Historical,1005466,5F11150A-19E6-E511-941C-005056AD565D,Bryanna,,Wilmes,,,,,,CYC_P,CYC_P,3839393321,bwilmes@gmail.com,,,,,1
Athlete CRM,1005466,0033h00001AcmZlAAJ,Bryanna,,Wilmes,,Wilmes,,,,CYC,CYC,,bwilmes@gmail.com,,,,,1
Athlete Historical,1005467,5F1C0987-36E6-E511-941C-005056AD565D,JESSICA,,Jonsson,,,F,,1978-05-16 00:00:00,TRI_P,TRI_P,3218717068,jjonsson@hotmail.com,tulsa,OK,74120,USA,1
Athlete CRM,1005467,0033h00001AdK6EAAV,JESSICA,,Jonsson,,Jonsson,F,,1978-05-16 00:00:00,TRI_P,TRI_P,3218717068,jjonsson@hotmail.com,tulsa,OK,74120,USAA (the),1
MDM,1005467,,JESSICA,,Jonsson,,Jonsson,F,,1978-05-16 00:00:00,TRI_P,TRI_P,3218717068,jjonsson@hotmail.com,tulsa,OK,74120,USAA (the),1
Athlete Historical,1005468,6AC69339-36E6-E511-941C-005056AD565D,Sutjianti,Martineau,Dawejko,,,F,,1971-11-01 00:00:00,TRI_P,TRI_P,,sdawejko@gmail.com,Carlsbad,CA,92009,USA,1
MDM,1005468,,Sutjianti,Martineau,Dawejko,,Dawejko,F,USA,1971-11-01 00:00:00,TRI_P,TRI_P,4219888278,sdawejko@gmail.com,Carlsbad,CA,92009,USAA (the),1
Athlete CRM,1005468,0033h00001AcmaTAAR,Sutjianti,Martineau,Dawejko,,Dawejko,F,,1971-11-01 00:00:00,TRI_P,TRI_P,,sdawejko@gmail.com,Carlsbad,CA,92009,USAA (the),1
Training Center,1005468,0C9665ED-4AC5-E511-ADF7-005056AD000E,Sutjianti,,Dawejko,,,,USA,1971-11-01 00:00:00,TRI_P,TRI_P,,sdawejko@gmail.com,Carlsbad,CA,92009,USA,1
Athlete CRM,1005471,0033h00001AcmSYAAZ,Stephen,Ellen,Roux,,Roux,F,,1965-04-30 00:00:00,CYC,CYC,3199611400,sroux@aol.com,Watertown,MA,02472,USAA (the),1
Athlete Historical,1005471,79AD473C-1DE6-E511-941C-005056AD565D,Stephen,Ellen,Roux,,,F,,1965-04-30 00:00:00,,,3199611400,sroux@aol.com,Watertown,MA,02472,USA,1
MDM,1005471,,Stephen,Ellen,Roux,,Roux,F,,1965-04-30 00:00:00,CYC,CYC,3199611400,sroux@aol.com,Watertown,MA,02472,USAA (the),1
Athlete Historical,1005472,79D5732B-36E6-E511-941C-005056AD565D,Butch,,Sharlow,,,,,,TRI_P,TRI_P,,butch.sharlow@yahoo.com,,,,,1
MDM,1005472,,Butch,,Sharlow,,Sharlow,,,,TRI_P,TRI_P,9147574552,butch.sharlow@yahoo.com,,,,,1
Athlete CRM,1005472,0033h00001AcmaSAAR,Butch,,Sharlow,,Sharlow,,,,TRI_P,TRI_P,,butch.sharlow@yahoo.com,,,,,1
MDM,1005474,,KYLE,Stephen,Knowles,,Knowles,M,USA,1986-07-25 00:00:00,CYC,CYC,9147594551,kknowle@outlook.com,Colorado Springs,CO,80905,USAA (the),1
Athlete Education,1005474,0034600000ycECwAAM,KYLE,,Knowles,,,M,,1986-07-25 00:00:00,CYC,CYC,9147594551,kknowle@outlook.com,Colorado Springs,CO,80905,USA,1
Athlete Historical,1005474,7AAAB11B-16E6-E511-941C-005056AD565D,KYLE,Stephen,Knowles,,,M,USA,1986-07-25 00:00:00,CYC_P,CYC_P,,kyle.knowles@usopc.org,Colorado Springs,CO,80905,USA,1
Training Center,1005474,7C90E15B-3558-E711-AA96-005056AD000E,KYLE,,Knowles,,,,USA,1986-07-25 00:00:00,CYC,CYC,,kknowles@gmail.com,Rock Hill,SC,29730,,1
Competition Results,1005474,1205745,KYLE,,Knowles,,,M,USA,1986-07-25 00:00:00,CYC,CYC,9147594551,,,,,,1
Athlete CRM,1005474,0033h00001AcmZDAAZ,KYLE,Stephen,Knowles,,Knowles,M,USA,1986-07-25 00:00:00,CYC,CYC,,kknowle@outlook.com,Colorado Springs,CO,80905,USAA (the),1
MDM,1005475,,Dane,Alden,Milligan,,Milligan,M,USA,1982-05-01 00:00:00,TRI_P,TRI_P,8289699327,dmilligan@atecbbi.com,Road Town,VI (British),VG1110,Virgin Islands (British),1
Athlete Historical,1005475,7C11DD02-36E6-E511-941C-005056AD565D,Dane,,Milligan,,,M,USA,1982-05-01 00:00:00,TRI_P,TRI_P,8289699327,dmilligan@atecbbi.com,Road Town,VI (British),VG1110,Virgin Islands (British),1
Athlete CRM,1005475,0033h00001AcmaPAAR,Dane,Alden,Milligan,,Milligan,M,USA,1982-05-01 00:00:00,TRI_P,TRI_P,8289699327,dmilligan@atecbbi.com,Road Town,,VG1110,Virgin Islands (British),1
MDM,1005478,,Jasper,,Payne,,,,,,CYC_P,CYC_P,3196968117,jpayne@yahoo.com,,,,,0
Athlete Historical,1005478,8C5C5E43-18E6-E511-941C-005056AD565D,Jasper,,Payne,,,,,,CYC_P,CYC_P,3196968117,jpayne@yahoo.com,,,,,0
MDM,1005479,,JAMES,,Watters,,,,,,CYC_P,CYC_P,,jwatters@cox.net,,,,,0
Athlete Historical,1005479,8F15FA51-18E6-E511-941C-005056AD565D,JAMES,,Watters,,,,,,CYC_P,CYC_P,3196968117,jwatters@cox.net,,,,,0
Athlete Historical,1005482,96ED55B4-17E6-E511-941C-005056AD565D,RANDY,Richard,HOGUE,,,M,,1964-10-28 00:00:00,CYC_P,CYC_P,3219760175,rhogue@yahoo.com,Fraser,MI,48026,USA,1
Finance,1005482,209436,Rashaad,R,Hoidal,,,,,,CYC_P,CYC_P,3219760175,,FRASER,MI,48026,USA,1
MDM,1005482,,RANDY,Richard,HOGUE,,HOGUE,M,USA,1964-10-28 00:00:00,CYC,CYC,4973004244,rhogue@yahoo.com,Fraser,MI,48026,USAA (the),1
Athlete CRM,1005482,0033h00001AcmZIAAZ,RANDY,Richard,HOGUE,,HOGUE,M,,1964-10-28 00:00:00,CYC,CYC,3219760175,rhogue@yahoo.com,Fraser,MI,48026,USAA (the),1
Training Center,1005482,B966CFA8-3B4F-E411-91A6-005056AD000E,RANDY,,HOGUE,,,,USA,1964-10-28 00:00:00,CYC,CYC,,rhogue@hotmail.com,Fraser,MI,48026,USA,1
Training Center,1005484,CDCB8395-A02D-E611-BBE8-005056AD000E,Nico,,Glenn,,,,USA,1990-09-09 00:00:00,CYC_P,CYC_P,5817558683,nico.glenn@gmail.com,San Jacinto,CA,92581,,1
MDM,1005484,,Nichole,Joseph,Glenn,,Glenn,M,USA,1990-09-09 00:00:00,CYC,CYC,5817558683,nico.glen@outlook.com,SanJacinto,CA,92581,USAA (the),1
Athlete Historical,1005484,AADEFDF3-19E6-E511-941C-005056AD565D,Nichole,Joseph,Glenn,,,M,,1990-09-09 00:00:00,CYC_P,CYC_P,4973004244,nico.glen@outlook.com,SanJacinto,CA,92581,USA,1
Athlete CRM,1005484,0033h00001AcmZYAAZ,Nichole,Joseph,Glenn,,Glenn,M,,1990-09-09 00:00:00,CYC,CYC,,nico.glen@outlook.com,SanJacinto,CA,92581,USAA (the),1
Athlete Education,1005484,0034p00001fEG3dAAG,Nichole,,Glenn,,,M,,1990-09-09 00:00:00,CYC_P,CYC_P,5817558683,nico.glen@outlook.com,,,,,1
Training Center,1005484,6F9B8D37-0C47-E711-AA90-005056AD000E,Nico,,Glenn,,,,USA,1990-09-09 00:00:00,CYC_P,CYC_P,5817558683,nico.glenn@gmail.com,San Jacinto,CA,92581,,0
MDM,1005485,,Tom,,Richardson Bergsma,,Richardson Bergsma,,,,CYC,CYC,3219760175,trichardsonbergsma@hotmail.com,,,,,1
Athlete Historical,1005485,ADBB24F4-17E6-E511-941C-005056AD565D,Tom,,Richardson Bergsma,,,,,,CYC_P,CYC_P,,trichardsonbergsma@hotmail.com,,,,,1
Athlete CRM,1005485,0033h00001AcmZKAAZ,Tom,,Richardson Bergsma,,Richardson Bergsma,,,,CYC,CYC,,trichardsonbergsma@hotmail.com,,,,,1
MDM,1005487,,Josie,Raymond,Bolivar,,Bolivar,M,USA,1987-09-10 00:00:00,ROW_P,ROW_P,,j-sie.bblia12outlook.com,Somerville,MA,2135,USA,1
Athlete CRM,1005487,0033h00001AcmZsAAJ,Josie,Raymond,Bolivar,,Bolivar,M,USA,1987-09-10 00:00:00,ROW,ROW,8244178548,j-sie.bblia12outlook.com,Brighton,MA,2135,USAA (the),1
Competition Results,1005487,1871056,Josie,,Bolivar,,,M,USA,1987-09-10 00:00:00,ROW_P,ROW_P,8244178548,,,,,,1
Athlete Historical,1005487,B4581DBE-25E6-E511-941C-005056AD565D,Josie,Raymond,Bolivar,,,M,USA,1987-09-10 00:00:00,ROW_P,ROW_P,8244178548,j-sie.bblia12outlook.com,Brighton,MA,02135,USA,1
Training Center,1002033,56ADF70C-01DF-E511-ADF7-005056AD000E,Josefin,,Karl,,,,Czech Republic,1978-08-20 00:00:00,ATH,ATH,5519530822,karl.josefin2@mail.cz,,,,,1
EMR,1005487,1875976740953760,Josie,,Bolivar,,,M,,1987-09-10 00:00:00,ROW,ROW,5519530822,j-sie.bblia12outlook.com,,,,,1
MDM,1002038,,Bora,,Paxton,,,,Czech Republic,1963-09-01 00:00:00,ATH,ATH,5518849460,bpaxton@sezzam.cz,Prama,,16200,,1
Athlete Historical,1005488,B61FD799-25E6-E511-941C-005056AD565D,SCOTT,,BROWN,,,M,,1967-04-07 00:00:00,ROW_P,ROW_P,5519530822,sbbown@comcast.net,Jacksonville,FL,32224,USA,1
MDM,1005488,,SCOTT,,BROWN,,BROWN,M,USA,1967-04-07 00:00:00,ROW,ROW,,sbbown@comcast.net,Jacksonville,FL,32224,USAA (the),1
Competition Results,1005488,770476,SCOTT,,BROWN,,,M,USA,1967-04-07 00:00:00,ROW_P,ROW_P,,,,,,,1
Athlete CRM,1005488,0033h00001AcmZrAAJ,SCOTT,,BROWN,,BROWN,M,,1967-04-07 00:00:00,ROW,ROW,,sbbown@comcast.net,Jacksonville,FL,32224,USAA (the),1
Athlete Historical,1005488,B61FD799-25E6-E511-941C-005056AD565D,SCOTT,,BROWN,,,M,,1967-04-07 00:00:00,ROW_P,ROW_P,5518849460,sbbown@comcast.net,Jacksonville,FL,32224,USA,1
Competition Results,1005488,770476,SCOTT,,BROWN,,,M,USA,1967-04-07 00:00:00,ROW_P,ROW_P,5518849460,,,,,,1
MDM,1005488,,SCOTT,,BROWN,,BROWN,M,USA,1967-04-07 00:00:00,ROW,ROW,5204143793,sbbown@comcast.net,Jacksonville,FL,32224,USAA (the),1
Athlete CRM,1005488,0033h00001AcmZrAAJ,SCOTT,,BROWN,,BROWN,M,,1967-04-07 00:00:00,ROW,ROW,,sbbown@comcast.net,Jacksonville,FL,32224,USAA (the),1
Athlete CRM,1005489,0033h00001AcmZiAAJ,Paul,Joseph,Kinred,,Kinred,M,,1983-04-17 00:00:00,ROW,ROW,,pkinre@outlook.com,San Diego,CA,92113,USAA (the),1
Training Center,1005489,0A8573EF-566F-E811-9DBA-005056AD000E,Paul,,Kinred,,,,,1983-04-17 00:00:00,ROW_P,ROW_P,,pkinred@gmail.com,San Diego,CA,92107,,1
MDM,1005489,,Paul,Joseph,Kinred,,Kinred,M,,1983-04-17 00:00:00,ROW,ROW,5204143793,pkinre@outlook.com,San Diego,CA,92113,USAA (the),1
Athlete Historical,1005489,BA196009-25E6-E511-941C-005056AD565D,Paul,Joseph,Kinred,,,M,,1983-04-17 00:00:00,ROW,ROW,,pkinre@outlook.com,San Diego,CA,92113,USA,1
Athlete Historical,1005491,C2734874-19E6-E511-941C-005056AD565D,Grace,,Harvey,,,,,,CYC_P,CYC_P,,grace.harvey_02@mail.com,,,,,1
Athlete CRM,1005491,0033h00001AcmZTAAZ,Grace,,Harvey,,Harvey,,,,CYC,CYC,,grace.harvey_02@mail.com,,,,,1
MDM,1005491,,Grace,,Harvey,,Harvey,,,,CYC,CYC,8178007881,grace.harvey_02@mail.com,,,,,1
MDM,1005492,,Helle,W,Piagno,,Piagno,F,USA,1977-06-21 00:00:00,TRI_P,TRI_P,8178007881,helle.piagno@yahoo.com,Cibolo,TX,78108,USAA (the),1
Training Center,1005492,A0BD99D9-B889-E611-9B6D-005056AD000E,Helle,W,Piagno,,,,USA,1977-06-21 00:00:00,TRI_P,TRI_P,8178007881,helle.piagno@yahoo.com,Cibolo,TX,78108,,1
